Chromosome	Start	End	Gene	Strand	Gene.id	Gene.Type	Gene.Status	entrez_id
ENSG00000184276.2	11	71544246	71548756	DEFB108B	+	ENSG00000184276.2	protein_coding	KNOWN	245911
ENSG00000254469.3	11	71576555	71639700	RP11-849H4.2	-	ENSG00000254469.3	protein_coding	NOVEL	NA
ENSG00000137522.13	11	71639747	71708643	RNF121	+	ENSG00000137522.13	protein_coding	KNOWN	55298
ENSG00000137496.13	11	71709587	71716761	IL18BP	+	ENSG00000137496.13	protein_coding	KNOWN	10068
ENSG00000137497.13	11	71714933	71791381	NUMA1	-	ENSG00000137497.13	protein_coding	KNOWN	4926
ENSG00000184154.8	11	71791740	71821828	LRTOMT	+	ENSG00000184154.8	protein_coding	KNOWN	220074
ENSG00000149357.5	11	71796941	71814433	LAMTOR1	-	ENSG00000149357.5	protein_coding	KNOWN	55004
ENSG00000110200.4	11	71817424	71823826	ANAPC15	-	ENSG00000110200.4	protein_coding	KNOWN	25906
ENSG00000110203.4	11	71825915	71850936	FOLR3	+	ENSG00000110203.4	protein_coding	KNOWN	2352
ENSG00000110195.7	11	71900602	71907345	FOLR1	+	ENSG00000110195.7	protein_coding	KNOWN	2348
ENSG00000165457.9	11	71927645	71932994	FOLR2	+	ENSG00000165457.9	protein_coding	KNOWN	2350
ENSG00000165458.9	11	71934745	71950120	INPPL1	+	ENSG00000165458.9	protein_coding	KNOWN	3636
ENSG00000165462.5	11	71950150	71956708	PHOX2A	-	ENSG00000165462.5	protein_coding	KNOWN	401
ENSG00000162129.8	11	72003469	72145692	CLPB	-	ENSG00000162129.8	protein_coding	KNOWN	81570
ENSG00000186642.11	11	72287185	72385635	PDE2A	-	ENSG00000186642.11	protein_coding	KNOWN	5138
ENSG00000186635.10	11	72396114	72463448	ARAP1	-	ENSG00000186635.10	protein_coding	KNOWN	116985
ENSG00000214530.3	11	72465774	72504726	STARD10	-	ENSG00000214530.3	protein_coding	KNOWN	10809
ENSG00000168010.6	11	72525353	72554719	ATG16L2	+	ENSG00000168010.6	protein_coding	KNOWN	89849
ENSG00000137478.10	11	72547790	72853306	FCHSD2	-	ENSG00000137478.10	protein_coding	KNOWN	9873
ENSG00000175591.7	11	72929343	72947397	P2RY2	+	ENSG00000175591.7	protein_coding	KNOWN	5029
ENSG00000171631.10	11	72975550	73009662	P2RY6	+	ENSG00000171631.10	protein_coding	KNOWN	5031
ENSG00000110237.3	11	73019610	73080136	ARHGEF17	+	ENSG00000110237.3	protein_coding	KNOWN	9828
ENSG00000054967.8	11	73087309	73108517	RELT	+	ENSG00000054967.8	protein_coding	KNOWN	84957
ENSG00000054965.6	11	73111532	73309234	FAM168A	-	ENSG00000054965.6	protein_coding	KNOWN	23201
ENSG00000021300.9	11	73357223	73373864	PLEKHB1	+	ENSG00000021300.9	protein_coding	KNOWN	58473
ENSG00000175582.15	11	73386683	73472182	RAB6A	-	ENSG00000175582.15	protein_coding	KNOWN	5870
ENSG00000175581.9	11	73498361	73576178	MRPL48	+	ENSG00000175581.9	protein_coding	KNOWN	51642
ENSG00000181924.6	11	73583712	73588013	COA4	-	ENSG00000181924.6	protein_coding	KNOWN	51287
ENSG00000175575.8	11	73587744	73638790	PAAF1	+	ENSG00000175575.8	protein_coding	KNOWN	80227
ENSG00000187726.4	11	73661364	73681411	DNAJB13	+	ENSG00000187726.4	protein_coding	KNOWN	374407
ENSG00000175567.4	11	73685712	73694352	UCP2	-	ENSG00000175567.4	protein_coding	KNOWN	7351
ENSG00000175564.8	11	73711326	73720480	UCP3	-	ENSG00000175564.8	protein_coding	KNOWN	7352
ENSG00000168014.12	11	73723763	73882143	C2CD3	-	ENSG00000168014.12	protein_coding	KNOWN	26005
ENSG00000214517.4	11	73882256	73965748	PPME1	+	ENSG00000214517.4	protein_coding	KNOWN	51400
ENSG00000149380.7	11	73946846	74022702	P4HA3	-	ENSG00000149380.7	protein_coding	KNOWN	283208
ENSG00000165434.6	11	74041363	74109518	PGM2L1	-	ENSG00000165434.6	protein_coding	KNOWN	283209
ENSG00000175538.6	11	74165886	74178774	KCNE3	-	ENSG00000175538.6	protein_coding	KNOWN	10008
ENSG00000175536.6	11	74202757	74204410	LIPT2	-	ENSG00000175536.6	protein_coding	KNOWN	387787
ENSG00000077514.4	11	74303575	74380162	POLD3	+	ENSG00000077514.4	protein_coding	KNOWN	10714
ENSG00000054938.11	11	74407474	74442430	CHRDL2	-	ENSG00000054938.11	protein_coding	KNOWN	25884
ENSG00000166439.5	11	74459913	74551274	RNF169	+	ENSG00000166439.5	protein_coding	KNOWN	254225
ENSG00000166435.11	11	74518784	74660245	XRRA1	-	ENSG00000166435.11	protein_coding	KNOWN	143570
ENSG00000118363.7	11	74660292	74690076	SPCS2	+	ENSG00000118363.7	protein_coding	KNOWN	9789
ENSG00000162139.5	11	74699179	74729938	NEU3	+	ENSG00000162139.5	protein_coding	KNOWN	10825
ENSG00000171561.3	11	74799758	74800799	OR2AT4	-	ENSG00000171561.3	protein_coding	KNOWN	341152
ENSG00000137491.10	11	74811608	74917594	SLCO2B1	+	ENSG00000137491.10	protein_coding	KNOWN	11309
ENSG00000261594.3	11	74951950	74954742	TPBGL	+	ENSG00000261594.3	protein_coding	KNOWN	100507050
ENSG00000137486.12	11	74975226	75062873	ARRB1	-	ENSG00000137486.12	protein_coding	KNOWN	408
ENSG00000149273.10	11	75110530	75133324	RPS3	+	ENSG00000149273.10	protein_coding	KNOWN	6188
ENSG00000149243.11	11	75133438	75141674	KLHL35	-	ENSG00000149243.11	protein_coding	KNOWN	283212
ENSG00000158555.10	11	75145685	75236948	GDPD5	-	ENSG00000158555.10	protein_coding	KNOWN	81544
ENSG00000149257.9	11	75273101	75283828	SERPINH1	+	ENSG00000149257.9	protein_coding	KNOWN	871
ENSG00000171533.7	11	75297963	75380165	MAP6	-	ENSG00000171533.7	protein_coding	KNOWN	4135
ENSG00000166391.10	11	75428864	75444003	MOGAT2	+	ENSG00000166391.10	protein_coding	KNOWN	80168
ENSG00000062282.10	11	75470557	75512579	DGAT2	+	ENSG00000062282.10	protein_coding	KNOWN	84649
ENSG00000198382.4	11	75526452	75854239	UVRAG	+	ENSG00000198382.4	protein_coding	KNOWN	7405
ENSG00000085741.8	11	75897369	75921780	WNT11	-	ENSG00000085741.8	protein_coding	KNOWN	7481
ENSG00000137492.3	11	76061000	76092015	PRKRIR	-	ENSG00000137492.3	protein_coding	KNOWN	5612
ENSG00000179240.4	11	76092357	76125663	RP11-111M22.2	+	ENSG00000179240.4	protein_coding	NOVEL	100506127
ENSG00000158636.12	11	76156066	76264069	C11orf30	+	ENSG00000158636.12	protein_coding	KNOWN	56946
ENSG00000137507.7	11	76368568	76381791	LRRC32	-	ENSG00000137507.7	protein_coding	KNOWN	2615
ENSG00000182704.6	11	76493295	76509198	TSKU	+	ENSG00000182704.6	protein_coding	KNOWN	25987
ENSG00000078124.7	11	76571911	76737841	ACER3	+	ENSG00000078124.7	protein_coding	KNOWN	55331
ENSG00000198488.6	11	76745385	76753096	B3GNT6	+	ENSG00000198488.6	protein_coding	KNOWN	192134
ENSG00000149260.10	11	76777979	76837201	CAPN5	+	ENSG00000149260.10	protein_coding	KNOWN	726
ENSG00000254550.1	11	76813886	76814377	OMP	+	ENSG00000254550.1	protein_coding	KNOWN	4975
ENSG00000137474.15	11	76839310	76926284	MYO7A	+	ENSG00000137474.15	protein_coding	KNOWN	4647
ENSG00000178795.5	11	76927603	77012694	GDPD4	-	ENSG00000178795.5	protein_coding	KNOWN	220032
ENSG00000149269.5	11	77032752	77166982	PAK1	-	ENSG00000149269.5	protein_coding	KNOWN	5058
ENSG00000268635.1	11	77184416	77188074	DKFZP434E1119	+	ENSG00000268635.1	protein_coding	KNOWN	NA
ENSG00000074201.4	11	77225981	77348850	CLNS1A	-	ENSG00000074201.4	protein_coding	KNOWN	1207
ENSG00000178301.3	11	77300436	77321400	AQP11	+	ENSG00000178301.3	protein_coding	KNOWN	282679
ENSG00000048649.9	11	77371041	77532063	RSF1	-	ENSG00000048649.9	protein_coding	KNOWN	51773
ENSG00000087884.10	11	77532155	77629478	AAMDC	+	ENSG00000087884.10	protein_coding	KNOWN	28971
ENSG00000149262.12	11	77589803	77705724	INTS4	-	ENSG00000149262.12	protein_coding	KNOWN	92105
ENSG00000151364.11	11	77727072	77757237	KCTD14	-	ENSG00000151364.11	protein_coding	KNOWN	65987
ENSG00000151365.2	11	77774907	77779349	THRSP	+	ENSG00000151365.2	protein_coding	KNOWN	7069
ENSG00000151366.8	11	77779398	77791265	NDUFC2	-	ENSG00000151366.8	protein_coding	KNOWN	4718
ENSG00000159063.8	11	77811982	77850706	ALG8	-	ENSG00000159063.8	protein_coding	KNOWN	79053
ENSG00000188997.3	11	77882295	77899857	KCTD21	-	ENSG00000188997.3	protein_coding	KNOWN	283219
ENSG00000118369.8	11	77899869	77925757	USP35	+	ENSG00000118369.8	protein_coding	KNOWN	57558
ENSG00000033327.8	11	77926343	78129394	GAB2	-	ENSG00000033327.8	protein_coding	KNOWN	9846
ENSG00000137513.5	11	78147007	78285919	NARS2	-	ENSG00000137513.5	protein_coding	KNOWN	79731
ENSG00000149256.10	11	78363876	79151992	TENM4	-	ENSG00000149256.10	protein_coding	KNOWN	26011
ENSG00000182103.3	11	82443053	82444906	FAM181B	-	ENSG00000182103.3	protein_coding	KNOWN	220382
ENSG00000137509.6	11	82534544	82681626	PRCP	-	ENSG00000137509.6	protein_coding	KNOWN	5547
ENSG00000165490.8	11	82611017	82669319	C11orf82	+	ENSG00000165490.8	protein_coding	KNOWN	220042
ENSG00000137502.5	11	82684175	82782965	RAB30	-	ENSG00000137502.5	protein_coding	KNOWN	27314
ENSG00000165494.6	11	82868030	82898493	PCF11	+	ENSG00000165494.6	protein_coding	KNOWN	51585
ENSG00000137494.9	11	82904837	82967141	ANKRD42	+	ENSG00000137494.9	protein_coding	KNOWN	338699
ENSG00000137500.5	11	82970139	82997170	CCDC90B	-	ENSG00000137500.5	protein_coding	KNOWN	60492
ENSG00000150672.12	11	83166055	85338966	DLG2	-	ENSG00000150672.12	protein_coding	KNOWN	1740
ENSG00000171204.8	11	85339629	85347580	TMEM126B	+	ENSG00000171204.8	protein_coding	KNOWN	55863
ENSG00000171202.2	11	85359011	85367591	TMEM126A	+	ENSG00000171202.2	protein_coding	KNOWN	84233
ENSG00000137504.9	11	85370752	85393951	CREBZF	-	ENSG00000137504.9	protein_coding	KNOWN	58487
ENSG00000179071.3	11	85394893	85397320	CCDC89	-	ENSG00000179071.3	protein_coding	KNOWN	220388
ENSG00000137501.12	11	85405267	85522184	SYTL2	-	ENSG00000137501.12	protein_coding	KNOWN	54843
ENSG00000215504.2	11	85563600	85565986	AP000974.1	-	ENSG00000215504.2	protein_coding	KNOWN	NA
ENSG00000150676.8	11	85566144	85631064	CCDC83	+	ENSG00000150676.8	protein_coding	KNOWN	220047
ENSG00000073921.13	11	85668727	85780924	PICALM	-	ENSG00000073921.13	protein_coding	KNOWN	8301
ENSG00000074266.13	11	85955586	85989855	EED	+	ENSG00000074266.13	protein_coding	KNOWN	8726
ENSG00000149196.11	11	86013253	86056969	C11orf73	+	ENSG00000149196.11	protein_coding	KNOWN	51501
ENSG00000149201.5	11	86085778	86134151	CCDC81	+	ENSG00000149201.5	protein_coding	KNOWN	60494
ENSG00000151376.12	11	86152150	86383678	ME3	-	ENSG00000151376.12	protein_coding	KNOWN	10873
ENSG00000150687.7	11	86502101	86663952	PRSS23	+	ENSG00000150687.7	protein_coding	KNOWN	11098
ENSG00000174804.3	11	86656721	86666433	FZD4	-	ENSG00000174804.3	protein_coding	KNOWN	8322
ENSG00000166575.12	11	86748886	87034750	TMEM135	+	ENSG00000166575.12	protein_coding	KNOWN	65084
ENSG00000123892.7	11	87846410	87908635	RAB38	-	ENSG00000123892.7	protein_coding	KNOWN	23682
ENSG00000109861.11	11	88026760	88070955	CTSC	-	ENSG00000109861.11	protein_coding	KNOWN	1075
ENSG00000168959.10	11	88242108	88799113	GRM5	-	ENSG00000168959.10	protein_coding	KNOWN	2915
ENSG00000077498.8	11	88910620	89028927	TYR	+	ENSG00000077498.8	protein_coding	KNOWN	7299
ENSG00000086991.8	11	89057524	89231355	NOX4	-	ENSG00000086991.8	protein_coding	KNOWN	50507
ENSG00000214414.5	11	89443467	89451040	TRIM77	+	ENSG00000214414.5	protein_coding	KNOWN	390231
ENSG00000168930.9	11	89530823	89541743	TRIM49	-	ENSG00000168930.9	protein_coding	KNOWN	57093
ENSG00000189253.7	11	89602450	89609185	TRIM64B	-	ENSG00000189253.7	protein_coding	KNOWN	642446
ENSG00000223417.4	11	89644279	89654935	TRIM49D1	-	ENSG00000223417.4	protein_coding	KNOWN	399939
ENSG00000204449.2	11	89764274	89806558	TRIM49C	+	ENSG00000204449.2	protein_coding	KNOWN	642612
ENSG00000077616.6	11	89864683	89926062	NAALAD2	+	ENSG00000077616.6	protein_coding	KNOWN	10003
ENSG00000110172.7	11	89934328	89956532	CHORDC1	-	ENSG00000110172.7	protein_coding	KNOWN	26973
ENSG00000165323.11	11	92085262	92629618	FAT3	+	ENSG00000165323.11	protein_coding	KNOWN	120114
ENSG00000134640.2	11	92702886	92718232	MTNR1B	+	ENSG00000134640.2	protein_coding	KNOWN	4544
ENSG00000180773.10	11	92877341	92931130	SLC36A4	-	ENSG00000180773.10	protein_coding	KNOWN	120103
ENSG00000165325.9	11	93063137	93171653	CCDC67	+	ENSG00000165325.9	protein_coding	KNOWN	159989
ENSG00000166002.2	11	93211638	93276674	SMCO4	-	ENSG00000166002.2	protein_coding	KNOWN	56935
ENSG00000166004.10	11	93394805	93463113	KIAA1731	+	ENSG00000166004.10	protein_coding	KNOWN	85459
ENSG00000166012.10	11	93463136	93476064	TAF1D	-	ENSG00000166012.10	protein_coding	KNOWN	79101
ENSG00000182919.10	11	93475129	93497915	C11orf54	+	ENSG00000182919.10	protein_coding	KNOWN	28970
ENSG00000042429.6	11	93517393	93547861	MED17	+	ENSG00000042429.6	protein_coding	KNOWN	9440
ENSG00000214376.5	11	93551398	93583697	VSTM5	-	ENSG00000214376.5	protein_coding	KNOWN	387804
ENSG00000181333.11	11	93754527	93846917	HEPHL1	+	ENSG00000181333.11	protein_coding	KNOWN	341208
ENSG00000110218.4	11	93862094	93915138	PANX1	+	ENSG00000110218.4	protein_coding	KNOWN	24145
ENSG00000183560.4	11	94038759	94040887	FOLR4	+	ENSG00000183560.4	protein_coding	KNOWN	390243
ENSG00000123901.4	11	94110477	94134585	GPR83	-	ENSG00000123901.4	protein_coding	KNOWN	10888
ENSG00000020922.8	11	94152895	94226072	MRE11A	-	ENSG00000020922.8	protein_coding	KNOWN	4361
ENSG00000168876.4	11	94226795	94232749	ANKRD49	+	ENSG00000168876.4	protein_coding	KNOWN	54851
ENSG00000134627.7	11	94277006	94354587	PIWIL4	+	ENSG00000134627.7	protein_coding	KNOWN	143689
ENSG00000196371.2	11	94277156	94283063	FUT4	+	ENSG00000196371.2	protein_coding	KNOWN	2526
ENSG00000166025.13	11	94439597	94609918	AMOTL1	+	ENSG00000166025.13	protein_coding	KNOWN	154810
ENSG00000150316.7	11	94695787	94706776	CWC15	-	ENSG00000150316.7	protein_coding	KNOWN	51503
ENSG00000186280.5	11	94706845	94732682	KDM4D	+	ENSG00000186280.5	protein_coding	KNOWN	55693
ENSG00000235268.2	11	94758422	94760760	KDM4E	+	ENSG00000235268.2	protein_coding	KNOWN	390245
ENSG00000149218.4	11	94822974	94865809	ENDOD1	+	ENSG00000149218.4	protein_coding	KNOWN	23052
ENSG00000149212.6	11	94898704	94965705	SESN3	-	ENSG00000149212.6	protein_coding	KNOWN	143686
ENSG00000077458.8	11	95502106	95523573	FAM76B	-	ENSG00000077458.8	protein_coding	KNOWN	143684
ENSG00000166037.6	11	95523129	95565857	CEP57	+	ENSG00000166037.6	protein_coding	KNOWN	9702
ENSG00000087053.14	11	95566046	95658479	MTMR2	-	ENSG00000087053.14	protein_coding	KNOWN	8898
ENSG00000184384.9	11	95709762	96076344	MAML2	-	ENSG00000184384.9	protein_coding	KNOWN	84441
ENSG00000149231.7	11	96085933	96123087	CCDC82	-	ENSG00000149231.7	protein_coding	KNOWN	79780
ENSG00000183340.5	11	96123153	96240738	JRKL	+	ENSG00000183340.5	protein_coding	KNOWN	8690
ENSG00000149972.6	11	98891683	100229616	CNTN5	+	ENSG00000149972.6	protein_coding	KNOWN	53942
ENSG00000165895.13	11	100609174	100862668	ARHGAP42	+	ENSG00000165895.13	protein_coding	KNOWN	143872
ENSG00000170647.2	11	100862811	100864663	TMEM133	+	ENSG00000170647.2	protein_coding	KNOWN	83935
ENSG00000082175.10	11	100900355	101001255	PGR	-	ENSG00000082175.10	protein_coding	KNOWN	5241
ENSG00000137672.8	11	101322295	101743293	TRPC6	-	ENSG00000137672.8	protein_coding	KNOWN	7225
ENSG00000187151.3	11	101761405	101787253	ANGPTL5	-	ENSG00000187151.3	protein_coding	KNOWN	253935
ENSG00000110318.9	11	101785746	101871789	KIAA1377	+	ENSG00000110318.9	protein_coding	KNOWN	57562
ENSG00000137691.8	11	101918174	101955291	C11orf70	+	ENSG00000137691.8	protein_coding	KNOWN	85016
ENSG00000137693.9	11	101981192	102104154	YAP1	+	ENSG00000137693.9	protein_coding	KNOWN	10413
ENSG00000023445.9	11	102188215	102210134	BIRC3	+	ENSG00000023445.9	protein_coding	KNOWN	330
ENSG00000110330.4	11	102217942	102249401	BIRC2	+	ENSG00000110330.4	protein_coding	KNOWN	329
ENSG00000152558.10	11	102267063	102341115	TMEM123	-	ENSG00000152558.10	protein_coding	KNOWN	114908
ENSG00000255482.1	11	102337986	102369532	RP11-315O6.2	+	ENSG00000255482.1	protein_coding	NOVEL	102723838
ENSG00000137673.4	11	102391239	102401484	MMP7	-	ENSG00000137673.4	protein_coding	KNOWN	4316
ENSG00000137674.3	11	102447566	102496063	MMP20	-	ENSG00000137674.3	protein_coding	NOVEL	9313
ENSG00000255798.1	11	102552041	102554644	RP11-817J15.3	+	ENSG00000255798.1	protein_coding	PUTATIVE	NA
ENSG00000137675.4	11	102562218	102576537	MMP27	-	ENSG00000137675.4	protein_coding	KNOWN	64066
ENSG00000118113.7	11	102582526	102597781	MMP8	-	ENSG00000118113.7	protein_coding	KNOWN	4317
ENSG00000166670.5	11	102641234	102651359	MMP10	-	ENSG00000166670.5	protein_coding	KNOWN	4319
ENSG00000196611.4	11	102660651	102668891	MMP1	-	ENSG00000196611.4	protein_coding	KNOWN	4312
ENSG00000149968.7	11	102706532	102714534	MMP3	-	ENSG00000149968.7	protein_coding	KNOWN	4314
ENSG00000137745.7	11	102813724	102826463	MMP13	-	ENSG00000137745.7	protein_coding	KNOWN	4322
ENSG00000137692.7	11	102932805	102962944	DCUN1D5	-	ENSG00000137692.7	protein_coding	KNOWN	84259
ENSG00000187240.9	11	102980160	103350591	DYNC2H1	+	ENSG00000187240.9	protein_coding	KNOWN	79659
ENSG00000170962.8	11	103777914	104035107	PDGFD	-	ENSG00000170962.8	protein_coding	KNOWN	80310
ENSG00000170967.3	11	103907308	103909922	DDI1	+	ENSG00000170967.3	protein_coding	KNOWN	414301
ENSG00000204403.5	11	104756445	104769397	CASP12	-	ENSG00000204403.5	protein_coding	KNOWN	100506742
ENSG00000196954.8	11	104813593	104840163	CASP4	-	ENSG00000196954.8	protein_coding	KNOWN	837
ENSG00000137757.6	11	104864962	104893895	CASP5	-	ENSG00000137757.6	protein_coding	KNOWN	838
ENSG00000137752.18	11	104896170	104905977	CASP1	-	ENSG00000137752.18	protein_coding	KNOWN	834
ENSG00000204397.3	11	104912053	104916103	CARD16	-	ENSG00000204397.3	protein_coding	KNOWN	114769
ENSG00000255221.2	11	104963196	104971506	CARD17	-	ENSG00000255221.2	protein_coding	KNOWN	440068
ENSG00000255501.1	11	105008448	105010453	CARD18	-	ENSG00000255501.1	protein_coding	KNOWN	59082
ENSG00000152578.8	11	105480721	105852819	GRIA4	+	ENSG00000152578.8	protein_coding	KNOWN	2893
ENSG00000170903.6	11	105866350	105893130	MSANTD4	-	ENSG00000170903.6	protein_coding	KNOWN	84437
ENSG00000182359.10	11	105921825	105948215	KBTBD3	-	ENSG00000182359.10	protein_coding	KNOWN	143879
ENSG00000149313.6	11	105946228	105969437	AASDHPPT	+	ENSG00000149313.6	protein_coding	KNOWN	60496
ENSG00000152402.6	11	106544738	106889250	GUCY1A2	-	ENSG00000152402.6	protein_coding	KNOWN	2977
ENSG00000152404.11	11	107197071	107328572	CWF19L2	-	ENSG00000152404.11	protein_coding	KNOWN	143884
ENSG00000137760.10	11	107373452	107436472	ALKBH8	-	ENSG00000137760.10	protein_coding	KNOWN	91801
ENSG00000110675.8	11	107461817	107537505	ELMOD1	+	ENSG00000110675.8	protein_coding	KNOWN	55531
ENSG00000170290.3	11	107578104	107590419	SLN	-	ENSG00000170290.3	protein_coding	KNOWN	6588
ENSG00000110660.10	11	107661717	107799019	SLC35F2	-	ENSG00000110660.10	protein_coding	KNOWN	54733
ENSG00000179331.2	11	107799229	107834208	RAB39A	+	ENSG00000179331.2	protein_coding	KNOWN	54734
ENSG00000166266.9	11	107879459	107978503	CUL5	+	ENSG00000166266.9	protein_coding	KNOWN	8065
ENSG00000075239.9	11	107992478	108018503	ACAT1	+	ENSG00000075239.9	protein_coding	KNOWN	38
ENSG00000149308.12	11	108027942	108079311	NPAT	-	ENSG00000149308.12	protein_coding	KNOWN	4863
ENSG00000149311.13	11	108093211	108239829	ATM	+	ENSG00000149311.13	protein_coding	KNOWN	472
ENSG00000166323.8	11	108179246	108338258	C11orf65	-	ENSG00000166323.8	protein_coding	KNOWN	160140
ENSG00000178202.8	11	108342832	108369159	KDELC2	-	ENSG00000178202.8	protein_coding	KNOWN	143888
ENSG00000110723.7	11	108376158	108464465	EXPH5	-	ENSG00000110723.7	protein_coding	KNOWN	23086
ENSG00000178105.5	11	108535752	108811657	DDX10	+	ENSG00000178105.5	protein_coding	KNOWN	1662
ENSG00000185742.6	11	109292846	109299840	C11orf87	+	ENSG00000185742.6	protein_coding	KNOWN	399947
ENSG00000149289.6	11	109964087	110042566	ZC3H12C	+	ENSG00000149289.6	protein_coding	KNOWN	85463
ENSG00000137710.10	11	110045605	110167447	RDX	-	ENSG00000137710.10	protein_coding	KNOWN	5962
ENSG00000137714.2	11	110300607	110335605	FDX1	+	ENSG00000137714.2	protein_coding	KNOWN	2230
ENSG00000137727.8	11	110447766	110583912	ARHGAP20	-	ENSG00000137727.8	protein_coding	KNOWN	57569
ENSG00000150750.6	11	111126707	111157126	C11orf53	+	ENSG00000150750.6	protein_coding	KNOWN	341032
ENSG00000196167.5	11	111164114	111175770	COLCA1	-	ENSG00000196167.5	protein_coding	KNOWN	NA
ENSG00000214290.3	11	111169565	111179460	COLCA2	+	ENSG00000214290.3	protein_coding	KNOWN	120376
ENSG00000110777.7	11	111222977	111326355	POU2AF1	-	ENSG00000110777.7	protein_coding	KNOWN	5450
ENSG00000255093.1	11	111322064	111328876	RP11-794P6.2	+	ENSG00000255093.1	protein_coding	PUTATIVE	NA
ENSG00000137707.9	11	111338251	111383079	BTG4	-	ENSG00000137707.9	protein_coding	KNOWN	54766
ENSG00000183644.9	11	111386236	111407756	C11orf88	+	ENSG00000183644.9	protein_coding	KNOWN	399949
ENSG00000204381.7	11	111411005	111432264	LAYN	+	ENSG00000204381.7	protein_coding	KNOWN	143903
ENSG00000170145.4	11	111473115	111601577	SIK2	+	ENSG00000170145.4	protein_coding	KNOWN	23235
ENSG00000137713.11	11	111606005	111637151	PPP2R1B	-	ENSG00000137713.11	protein_coding	KNOWN	5519
ENSG00000086848.10	11	111652919	111742305	ALG9	-	ENSG00000086848.10	protein_coding	KNOWN	79796
ENSG00000255561.2	11	111744780	111751499	FDXACB1	-	ENSG00000255561.2	protein_coding	KNOWN	91893
ENSG00000137720.3	11	111749659	111756699	C11orf1	+	ENSG00000137720.3	protein_coding	KNOWN	64776
ENSG00000109846.3	11	111779289	111794446	CRYAB	-	ENSG00000109846.3	protein_coding	KNOWN	1410
ENSG00000170276.4	11	111782966	111784817	HSPB2	+	ENSG00000170276.4	protein_coding	KNOWN	3316
ENSG00000149300.5	11	111788756	111797596	C11orf52	+	ENSG00000149300.5	protein_coding	KNOWN	91894
ENSG00000150764.9	11	111797868	111893308	DIXDC1	+	ENSG00000150764.9	protein_coding	KNOWN	85458
ENSG00000150768.11	11	111895538	111935114	DLAT	+	ENSG00000150768.11	protein_coding	KNOWN	1737
ENSG00000150773.6	11	111938522	111944809	PIH1D2	-	ENSG00000150773.6	protein_coding	KNOWN	120379
ENSG00000150776.13	11	111944999	111955523	C11orf57	+	ENSG00000150776.13	protein_coding	KNOWN	55216
ENSG00000150779.7	11	111955875	111957496	TIMM8B	-	ENSG00000150779.7	protein_coding	KNOWN	26521
ENSG00000204370.4	11	111957523	111990353	SDHD	+	ENSG00000204370.4	protein_coding	KNOWN	6392
ENSG00000150782.7	11	112013974	112034840	IL18	-	ENSG00000150782.7	protein_coding	KNOWN	3606
ENSG00000150783.5	11	112038095	112043277	TEX12	+	ENSG00000150783.5	protein_coding	KNOWN	56158
ENSG00000197580.7	11	112046190	112095422	BCO2	+	ENSG00000197580.7	protein_coding	KNOWN	83875
ENSG00000150787.3	11	112097088	112140678	PTS	+	ENSG00000150787.3	protein_coding	KNOWN	5805
ENSG00000188771.3	11	112118876	112126312	C11orf34	-	ENSG00000188771.3	protein_coding	KNOWN	349633
ENSG00000268472.1	11	112130988	112132117	AP002884.2	+	ENSG00000268472.1	protein_coding	KNOWN	100132686
ENSG00000149294.12	11	112832022	113149158	NCAM1	+	ENSG00000149294.12	protein_coding	KNOWN	4684
ENSG00000149292.12	11	113185251	113254266	TTC12	+	ENSG00000149292.12	protein_coding	KNOWN	54970
ENSG00000170209.4	11	113258513	113271140	ANKK1	+	ENSG00000170209.4	protein_coding	KNOWN	255239
ENSG00000149295.9	11	113280318	113346111	DRD2	-	ENSG00000149295.9	protein_coding	KNOWN	1813
ENSG00000166682.6	11	113558272	113577095	TMPRSS5	-	ENSG00000166682.6	protein_coding	KNOWN	80975
ENSG00000086827.4	11	113603909	113644533	ZW10	-	ENSG00000086827.4	protein_coding	KNOWN	9183
ENSG00000228607.2	11	113650469	113651222	CLDN25	+	ENSG00000228607.2	protein_coding	KNOWN	644672
ENSG00000048028.7	11	113668596	113746292	USP28	-	ENSG00000048028.7	protein_coding	KNOWN	57646
ENSG00000149305.2	11	113775399	113817287	HTR3B	+	ENSG00000149305.2	protein_coding	KNOWN	9177
ENSG00000166736.7	11	113845603	113861035	HTR3A	+	ENSG00000166736.7	protein_coding	KNOWN	3359
ENSG00000109906.9	11	113930315	114121398	ZBTB16	+	ENSG00000109906.9	protein_coding	KNOWN	7704
ENSG00000166741.3	11	114128509	114184007	NNMT	+	ENSG00000166741.3	protein_coding	KNOWN	4837
ENSG00000180425.7	11	114262165	114270751	C11orf71	-	ENSG00000180425.7	protein_coding	KNOWN	54494
ENSG00000076053.6	11	114271140	114284925	RBM7	+	ENSG00000076053.6	protein_coding	KNOWN	10179
ENSG00000076043.5	11	114310108	114321001	REXO2	+	ENSG00000076043.5	protein_coding	KNOWN	25996
ENSG00000095110.3	11	114392437	114430617	NXPE1	-	ENSG00000095110.3	protein_coding	KNOWN	120400
ENSG00000137634.5	11	114441313	114466484	NXPE4	-	ENSG00000137634.5	protein_coding	KNOWN	54827
ENSG00000204361.7	11	114549108	114579362	NXPE2	+	ENSG00000204361.7	protein_coding	KNOWN	120406
ENSG00000182985.12	11	115039938	115375675	CADM1	-	ENSG00000182985.12	protein_coding	KNOWN	23705
